title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Fluorine‐Rich Catalyst‐Induced Interphase Engineering to Enable the First Ah‐Level FeF3 Conversion Solid‐State Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74356?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 10:00:15+00:00,10.1002/adma.74356,Chilin Li,,"ABSTRACT
                  
                    Conversion‐type FeF
                    3
                    cathodes promise ultrahigh energy density but suffer from sluggish reaction kinetics and interfacial instability in solid‐state battery systems. Here, we designed a fluorine‐rich NaBiF
                    4
                    @Bi
                    2
                    O
                    3
                    catalyst‐initiated polymer electrolyte via in situ ring‐opening polymerization of 1,3‐dioxolane. The NaBiF
                    4
                    phase initiates polymerization and serves as a fluorine reservoir, while Bi
                    2
                    O
                    3
                    participates in regulating the fluorine environment and contributes to the formation of a Li
                    3
                    Bi alloy clusters during cycling. This electrolyte enables the construction of LiF/NaF/Li
                    2
                    O‐reinforced solid electrolyte interface with embedded Li
                    3
                    Bi domains, delivering the homogeneous Li
                    +
                    flux and dendrite‐free Li deposition, enabling the stable Li‖Li symmetric cell cycling for 9700 h. The electrolyte demonstrates broad compatibility with both intercalation and conversion cathodes, achieving excellent cycling stability (800 cycles) in LiFePO
                    4
                    and high areal capacity (6 mAh cm
                    −2
                    ) in LiNi
                    0.8
                    Co
                    0.1
                    Mn
                    0.1
                    O
                    2
                    . The Bi
                    2
                    O
                    3
                    component further catalyzes the interfacial dissociation of LiF at FeF
                    3
                    cathode and promotes the dynamic evolution of fluorine‐rich cathode electrolyte interphase, enabling the remarkable reversibility in FeF
                    3
                    conversion chemistry (641 mAh g
                    −1
                    at 0.2 C and 300 cycles at 1 C). A 20‐layer FeF
                    3
                    ‐based pouch cell is demonstrated with a discharge capacity exceeding 1 Ah for the first time, marking a critical milestone toward practical high‐energy FeF
                    3
                    batteries.",crossref,,富氟催化剂诱导的界面工程实现首款 Ah 级 FeF3 转换固态电池,"摘要
                  
                    转化型FeF
                    3
                    阴极有望实现超高能量密度，但在固态电池系统中存在反应动力学缓慢和界面不稳定的问题。在这里，我们设计了一种富含氟的NaBiF
                    4
                    @毕
                    2
                    氧
                    3
                    通过 1,3-二氧戊环原位开环聚合制备催化剂引发的聚合物电解质。氟化钠
                    4
                    相引发聚合并充当氟储存库，而 Bi
                    2
                    氧
                    3
                    参与调节氟环境并有助于形成Li
                    3
                    循环过程中的Bi合金簇。这种电解质能够构建 LiF/NaF/Li
                    2
                    嵌入 Li 的 O 增强固体电解质界面
                    3
                    Bi域，提供同质Li
                    +
                    通量和无枝晶锂沉积，实现稳定的 Li‖Li 对称电池循环 9700 小时。该电解质与插层和转换正极具有广泛的兼容性，在 LiFePO 中实现了出色的循环稳定性（800 次循环）
                    4
                    和高面积容量（6 mAh cm
                    −2
                    ）在李妮
                    0.8",,7825a4747b7ac9e7
Efficient Trichromatic Ultralong Persistent Luminescence Activated by Body Temperature Toward Convenient Information Encryption and Storage,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74539?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 13:02:31+00:00,10.1002/adma.74539,Cong Chen,,"ABSTRACT
                  
                    Long‐persistent luminescence (LPL) materials, celebrated for their remarkable ability to capture and gradually release light over extended durations, have catalyzed advances in domains such as optical data storage and bioimaging. However, the synthesis of efficient, multicolor ultralong LPL with precise modulation of duration remains a formidable challenge. Here, we introduce an effective strategy for inducing trichromatic ultralong LPL in Cs
                    2
                    NaScCl
                    6
                    :Sb
                    3+
                    through meticulous defect engineering. By judiciously adjusting the dosage of hydrochloric acid during synthesis, we systematically regulate the formation of Na
                    +
                    and Cl
                    −
                    vacancies as well as Sb
                    3+
                    ‐induced lattice distortions, affording unprecedented control over the material's luminescent properties. This approach culminates in the achievement of a record‐breaking blue afterglow exceeding 30 h for naked eye, alongside green and red persisting for 48 and 24 h, respectively. Notably, the dual self‐trapped exciton (STE) emissions exhibit disparate thermal behaviors, with the higher‐energy STE demonstrating anti‐thermal quenching, while the lower‐energy counterpart undergoes typical thermal quenching. For the first time, we elucidate the activation of LPL via body temperature, enabling information retrieval through tactile interaction. This innovative material showcases profound potential for x‐ray imaging and secure data encoding, offering a novel avenue for the development of advanced LPL materials with finely tuned emission characteristics.",crossref,,体温激活高效三基色超长持续发光，方便信息加密和存储,"摘要
                  
                    长余辉发光（LPL）材料以其在较长时间内捕获和逐渐释放光的卓越能力而闻名，促进了光学数据存储和生物成像等领域的进步。然而，合成高效、多色超长 LPL 并精确调节持续时间仍然是一个艰巨的挑战。在这里，我们介绍了一种在 Cs 中诱导三色超长 LPL 的有效策略
                    2
                    氯化钠
                    6
                    :锑
                    3+
                    通过细致的缺陷工程。通过在合成过程中明智地调整盐酸的用量，我们系统地调节了Na的形成
                    +
                    和氯
                    -
                    空位以及 Sb
                    3+
                    诱导的晶格畸变，对材料的发光特性提供前所未有的控制。这种方法最终实现了肉眼持续时间超过 30 小时的破纪录蓝色余辉，同时绿色和红色余辉分别持续 48 小时和 24 小时。值得注意的是，双自陷激子（STE）发射表现出不同的热行为，较高能量的 STE 表现出抗热猝灭，而较低能量的对应物则经历典型的热猝灭。我们首次阐明了 LPL 通过体温激活，从而能够通过触觉交互进行信息检索。",,db5db3ef37fe8ef2
Hydrogen Spillover by Synergy at Ir─O─Ru Interfaces for Ampere‐Level Hydrogen Evolution,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74431?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 13:41:44+00:00,10.1002/adma.74431,John Wang,,"ABSTRACT
                  
                    Industrial‐scale hydrogen production via alkaline water electrolysis requires electrocatalysts capable of sustaining ampere‐level current densities, yet the sluggish Volmer step remains a fundamental kinetic bottleneck. In this study, we report a surface‐microenvironment engineered catalyst in which atomically dispersed iridium atoms are selectively decorated on ruthenium nanoparticles through coordination with surface ─OH groups and defect oxygen sites, forming electronically coupled Ir─O─Ru interfacial ensembles. Density functional theory calculations based on the Ir─O─Ru interfacial model reveal a cooperative hydrogen‐spillover mechanism, in which the positively polarized Ir─O microenvironment promotes H
                    2
                    O activation, while the electronically tuned adjacent Ru sites accommodate the spilled‐over H* and drive the H─H coupling, thereby reducing the rate‐determining barrier to 0.19 eV. As a result, the catalyst achieves 1.0 A cm
                    −2
                    at an overpotential of 103 mV in 1.0 M KOH and shows outstanding durability (3038 h at 1.0 A cm
                    −2
                    ; 1593 h at 2.0 A cm
                    −2
                    ). It further maintains stable operation in alkaline seawater (1427 h at 1.0 A cm
                    −2
                    ) and anion‐exchange‐membrane electrolyzer (910 h at 80°C). These findings demonstrate that single‐atom surface decoration can effectively reconfigure interfacial reaction pathways, providing an efficient strategy for high‐flux alkaline hydrogen evolution.",crossref,,Ir─O─Ru 界面协同作用导致安培级析氢的氢溢出,"摘要
                  
                    通过碱性水电解实现工业规模制氢需要能够维持安培级电流密度的电催化剂，但缓慢的 Volmer 步骤仍然是一个基本的动力学瓶颈。在这项研究中，我们报道了一种表面微环境工程催化剂，其中原子分散的铱原子通过与表面─OH基团和缺陷氧位点的配位选择性地修饰在钌纳米粒子上，形成电子耦合的Ir─O─Ru界面系综。基于Ir─O─Ru界面模型的密度泛函理论计算揭示了一种协同氢溢出机制，其中正极化的Ir─O微环境促进H
                    2
                    O 激活，而电子调谐的相邻 Ru 位点容纳溢出的 H* 并驱动 H─H 耦合，从而将速率决定势垒降低至 0.19 eV。结果，催化剂达到1.0 A cm
                    −2
                    在 1.0 M KOH 中的过电势为 103 mV，并表现出出色的耐久性（1.0 A cm 下 3038 小时）
                    −2
                    ; 2.0 A cm 时 1593 小时
                    −2
                    ）。它进一步在碱性海水中保持稳定运行（1.0 A cm 下 1427 小时）
                    −2
                    ）和阴离子交换膜电解槽（80°C 下 910 小时）。这些发现表明单原子表面修饰可以有效地重新配置界面反应路径，提供有效的",,45b7d6c03a5065b0
Quaternized Engineered Hydrogels for Subsaturated Moisture‐Driven CO2 Capture,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74495?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 14:25:16+00:00,10.1002/adma.74495,Guihua Yu,,"ABSTRACT
                  
                    Net zero emissions will require atmospheric carbon dioxide removal to counterbalance unavoidable emissions while sustaining human life. Moisture‐swing direct air capture (DAC) uses humidity for regeneration of a material that absorbs CO
                    2
                    , enabling cyclic operation without large thermal swings or vacuum. However, many reported systems require near‐saturated humidification for CO
                    2
                    release, narrowing the passive operating window and increasing water management demands. Here, we present passive diurnal moisture‐swing hydrogels (PDMHs) that are regenerated under subsaturated RH conditions, thereby broadening the climatic window for passive CO
                    2
                    capture. Specifically, we develop a quaternized poly(2‐(diethylamino)ethyl methacrylate) (PDEAEMA) hydrogel that combines humidity‐responsive quaternary ammonium sites with a phase‐transition temperature (lower critical solution temperature) that governs hydration behavior. Using air containing 400 ppm CO
                    2
                    , PDMH achieves a CO
                    2
                    uptake of 1.06 mmol g
                    −1
                    at 40°C and 30% relative humidity (RH). Humidification at 25°C enables regeneration efficiencies of 92% at 90% RH and 79% at 80% RH. Under a two‐step, 24 h diurnal protocol, PDMH shows &gt;90% CO
                    2
                    release during desorption and a stable working capacity of 0.97–1.05 mmol g
                    −1
                    over 40 cycles. Comparative energy analysis shows that PDMH outperforms the other sorbents evaluated in terms of energy efficiency.",crossref,,用于亚饱和水分驱动二氧化碳捕获的季铵化工程水凝胶,"摘要
                  
                    净零排放需要清除大气中的二氧化碳，以抵消不可避免的排放，同时维持人类的生命。变湿直接空气捕获 (DAC) 利用湿度来再生吸收 CO 的材料
                    2
                    ，无需大的热波动或真空即可循环运行。然而，许多报道的系统需要对 CO 进行近饱和加湿
                    2
                    释放，缩小被动操作窗口并增加水管理需求。在这里，我们提出了被动昼夜水分波动水凝胶（PDMH），它在亚饱和相对湿度条件下再生，从而拓宽了被动二氧化碳的气候窗口
                    2
                    捕获。具体来说，我们开发了一种季铵化聚（2-（二乙氨基）乙基甲基丙烯酸酯）（PDEAEMA）水凝胶，它将湿度响应性季铵位点与控制水合行为的相变温度（较低临界溶液温度）相结合。使用含有 400 ppm CO 的空气
                    2
                    , PDMH 实现 CO
                    2
                    摄取 1.06 mmol g
                    −1
                    在 40°C 和 30% 相对湿度 (RH) 下。 25°C 的加湿使再生效率在 90% RH 时达到 92%，在 80% RH 时达到 79%。在两步、24 小时昼夜方案下，PDMH 显示 >90% CO
                    2
                    解吸过程中的释放和稳定的工作容量为0.97-1。",,b657078e690a0a44
"New‐Era Polymer Thermoelectrics: Material Innovations, Doping Frontiers, Decoupling Strategies, and Unconventional Applications (Adv. Mater. 43/2026)",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74410?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:01:30+00:00,10.1002/adma.74410,Suhao Wang,,"New-Era Polymer Thermoelectrics The cover depicts a new era in polymer thermoelectrics, featuring various breakthroughs such as the emergence of n-type PBFDO, sophisticated decoupling strategies for electronic and thermal transport, alongside the demonstration of flexible, stretchable thermoelectric devices. Ultimately, this works builds a bridge from fundamental mechanisms to real-world applications. More details can be found in the Review by Suhao Wang (DOI: 10.1002/adma.202522912).",openalex,,新时代聚合物热电：材料创新、掺杂前沿、解耦策略和非常规应用（Adv. Mater. 43/2026）,新时代聚合物热电学封面描绘了聚合物热电学的新时代，其中包括各种突破，例如 n 型 PBFDO 的出现、电子和热传输的复杂解耦策略，以及柔性、可拉伸热电器件的演示。最终，这项工作构建了从基本机制到实际应用的桥梁。更多详细信息请参阅 Suhao Wang 的评论（DOI：10.1002/adma.202522912）。,,f88013f544c1b7fb
A Porous Interfacial Photothermal Layer of Fused Core–Shell Carbon‐Polymer Nanospheres for Directional Salt Crystallization and Zero‐Liquid‐Discharge (Adv. Mater. 43/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74412?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:01:30+00:00,10.1002/adma.74412,Qiang Fu,,"Solar-Driven Zero-Liquid-Discharge Desalination The cover highlights solar-driven zero-liquid-discharge desalination enabled by a hierarchical hydrogel evaporator. Under one-sun irradiation, a surface-confined photothermal layer accelerates evaporation, while directional transport guides brine from the active interface, inducing localized salt crystallization. This decoupling converts hypersaline brine into freshwater and recoverable salt. More details are provided in the Research Article by Qiang Fu, Jiangtao Xu, and co-workers (DOI: 10.1002/adma.73845).",openalex,,用于定向盐结晶和零液体排放的熔融核壳碳聚合物纳米球的多孔界面光热层（Adv. Mater. 43/2026）,太阳能驱动的零液体排放海水淡化 该封面重点介绍了由分级水凝胶蒸发器实现的太阳能驱动的零液体排放海水淡化。在一次太阳照射下，表面限制的光热层加速蒸发，同时定向传输引导盐水离开活性界面，诱导局部盐结晶。这种解耦将超咸水转化为淡水和可回收的盐。更多详细信息，请参阅 Qiang Fu、Jiangtao Xu 及其同事的研究文章 (DOI: 10.1002/adma.73845)。,,034fa9d01f01db5c
Flexible Dielectric Acoustic Resonator Patch for Tissue Regeneration (Adv. Mater. 43/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74411?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:01:30+00:00,10.1002/adma.74411,Hyungsuk Lee,,"Polymer-Based, Flexible, and Transparent Dielectric Acoustic Resonator Patch As an alternative to a rigid piezoelectric crystal, a flexible polymer-based dielectric acoustic resonator patch transforms electrical resonance into MHz ultrasound. Conformal to bio-surfaces, the patch can promote wound healing and tissue regeneration. More details can be found in the Research Article by Won-Gun Koh, Hyungsuk Lee, and co-workers (DOI: 10.1002/adma.202516491).",openalex,,用于组织再生的柔性介电声谐振器贴片（Adv. Mater. 43/2026）,基于聚合物的柔性透明介电声谐振器贴片 作为刚性压电晶体的替代品，基于聚合物的柔性介电声谐振器贴片可将电谐振转换为 MHz 超声波。该贴片与生物表面保形，可以促进伤口愈合和组织再生。更多详细信息，请参阅 Won-Gun Koh、Hyungsuk Lee 及其同事的研究文章 (DOI: 10.1002/adma.202516491)。,,1524f80ec912162c
Polymorph‐Specific Electronic Transduction in WO3 during Molecular Sensing (Adv. Mater. 43/2026),https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74409?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:01:30+00:00,10.1002/adma.74409,Andreas T. Güntner,,"Polymorph-Specific Electronic Transduction in WO3 Polymorphs offer a versatile platform to tune molecular sensing properties without altering material composition. In their Research Article (DOI: 10.1002/adma.202516840), Andreas T. Güntner and co-workers show that acetone sensing in WO3 polymorphs is distinguished by the coupling of adsorbate-induced charge into transport-relevant electronic states.",openalex,,分子传感过程中 WO3 多晶型特异性电子转导 (Adv. Mater. 43/2026),WO3 多晶型物中的多晶型物特异性电子转导提供了一个多功能平台，可以在不改变材料成分的情况下调整分子传感特性。 Andreas T. Güntner 及其同事在他们的研究文章 (DOI: 10.1002/adma.202516840) 中表明，WO3 多晶型物中的丙酮传感的特点是吸附质诱导的电荷与传输相关的电子态的耦合。,,6e3494f718ba4f3c
"Positively Charged Polymer‐Brush MOFs for Large‐Area, Pressure‐Resistant Gas Separation Membranes (Adv. Mater. 43/2026)",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74408?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:01:30+00:00,10.1002/adma.74408,Zhi Wang,,"Positively Charged Polymer-Brush Metal–Organic Frameworks A universal strategy unlocks scalable, defect-free integration of MOF nanofillers for high-performance gas separation membranes. By combining electro-steric stabilization with dynamic interfacial locking, meter-scale roll-to-roll fabrication becomes possible. More details can be found in the Research Article by Zhihua Qiao, Jingwei Hou, Anthony K. Cheetham, Zhi Wang, and co-workers (DOI: 10.1002/adma.202520099).",openalex,,用于大面积耐压气体分离膜的带正电聚合物刷 MOF（Adv. Mater. 43/2026）,带正电荷的聚合物刷金属有机框架一种通用策略可以实现 MOF 纳米填料的可扩展、无缺陷集成，从而实现高性能气体分离膜。通过将电空间稳定与动态界面锁定相结合，米级卷对卷制造成为可能。更多详细信息，请参阅Zhihua Qiao、Jingwei Hou、Anthony K. Cheetham、Zhi Wang 及其同事的研究文章（DOI：10.1002/adma.202520099）。,,d40bdb56aa29f11d
Toughened Hybrid Electron‐Transporting Interlayers for Efficient and Durable Organic Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74415?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-03 15:18:01+00:00,10.1002/adma.74415,Alex K.‐Y. Jen,,"ABSTRACT
                  
                    Electron‐transporting layers (ETLs) are crucial in determining the performance of organic solar cells (OSCs). However, it is challenging to achieve desired efficiency and stability simultaneously for devices based on single‐component ETLs. Here, we demonstrate the application of polyoxometalate (POM)‐doped hybrid ETLs to achieve significantly mitigated efficiency‐stability trade‐off in OSCs. By tailoring the doping behaviors, hybrid ETLs exhibit cascade energy‐level alignment, increased conductivity, improved electrode adhesion, strong thickness tolerance, and suppressed self‐aggregation. These combined merits enable excellent efficiency (20.4%) and outstanding stability (a
                    T
                    93
                    /
                    T
                    92
                    lifetime of 1500/1000 h under MPP tracking at 40°C/65°C) to be achieved for OSCs. A further elevated efficiency of 20.8% (20.4%, certified) and a
                    T
                    90
                    lifetime of 1000 h can also be achieved when PDIN‐EME is used as the new organic component in the hybrid ETL, demonstrating the easy tunability of these hybrid interlayers for more efficient and robust OSCs.",crossref,,用于高效耐用有机太阳能电池的增韧混合电子传输中间层,"摘要
                  
                    电子传输层（ETL）对于决定有机太阳能电池（OSC）的性能至关重要。然而，对于基于单组件 ETL 的设备来说，同时实现所需的效率和稳定性具有挑战性。在这里，我们展示了多金属氧酸盐（POM）掺杂的混合 ETL 的应用，以显着减轻 OSC 中的效率与稳定性权衡。通过定制掺杂行为，混合 ETL 表现出级联能级排列、增加的电导率、改善的电极粘附力、强大的厚度公差和抑制的自聚集。这些优点相结合，实现了卓越的效率 (20.4%) 和出色的稳定性（a
                    时间
                    93
                    /
                    时间
                    92
                    OSC 在 40°C/65°C 的 MPP 跟踪下的使用寿命可达到 1500/1000 小时。效率进一步提高 20.8%（经认证为 20.4%）
                    时间
                    90
                    当 PDIN-EME 用作混合 ETL 中的新有机组件时，也可以实现 1000 小时的使用寿命，这证明了这些混合中间层可以轻松调节，从而实现更高效、更稳健的 OSC。",,acce0f891b2fc859
Engineering Hexaazatriphenylene Covalent Organic Frameworks/Carbon Nanotube Nanohybrids through In Situ Growth for Superior Anodic Lithium-Ion Storage,https://pubs.acs.org/aamick/article/doi/10.1021/acsami.6c07460/5243300/Engineering-Hexaazatriphenylene-Covalent-Organic,,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-08-04 00:00:00+00:00,10.1021/acsami.6c07460,Shaoshuai Yu,,"Abstract Redox-active covalent organic frameworks (COFs) represent a promising class of sustainable organic electrode materials for lithium-ion batteries (LIBs). However, the tight layer stacking and poor inherent conductivity of COFs pose a major barrier to utilizing their internal redox-active sites. To circumvent the challenge, three phenazine-linked COFs hybrids (HHATP-COF@CNT, HDAB-COF@CNT, and HTAB-COF@CNT) are synthesized through the in situ polycondensation of hexaketocyclohexane with distinct aromatic multi-amine monomers on conductive carbon nanotube (CNT) surfaces, forming core–shell nanocomposites rich in redox-active hexaazatriphenylene (HAT) and aromatic ring moieties. Benefiting from the extended π-electron delocalization and high-density redox-active sites in COFs, synergized with the superior conductivity and flexible network of CNTs, these hybrids deliver high capacity, rate capability, and cycling stability. Consequently, the HHATP-COF@CNT core–shell anode delivers a high initial specific capacity of 926 mAh g–1 at 0.1 A g–1 and exhibits stable cycling performance over 1500 cycles at a high current density of 5.0 A g–1. Complementary XPS and FT-IR measurements under different states of charge/discharge unequivocally attribute the superior electrochemical performance to the rich redox-active HAT units and aromatic rings embedded in the conjugated COF architectures. This research highlights the significant potential of COF-based materials in enabling high-performance Li+ storage.",crossref,,通过原位生长设计六氮杂苯并菲共价有机框架/碳纳米管纳米杂化物以实现卓越的阳极锂离子存储,摘要氧化还原活性共价有机框架（COF）代表了一类有前途的锂离子电池（LIB）可持续有机电极材料。然而，COF 紧密的层堆叠和较差的固有电导率对其内部氧化还原活性位点的利用构成了主要障碍。为了克服这一挑战，通过六酮环己烷与不同芳香族多胺单体在导电碳纳米管（CNT）表面的原位缩聚合成了三种吩嗪连接的COF杂化物（HHATP-COF@CNT、HDAB-COF@CNT和HTAB-COF@CNT），形成富含氧化还原活性六氮杂苯并菲（HAT）和芳香环部分的核壳纳米复合材料。受益于 COF 中扩展的 π 电子离域和高密度氧化还原活性位点，与 CNT 的卓越导电性和柔性网络协同作用，这些杂化材料具有高容量、倍率性能和循环稳定性。因此，HHATP-COF@CNT核壳阳极在0.1 A g-1下具有926 mAh g-1的高初始比容量，并在5.0 A g-1的高电流密度下表现出超过1500次循环的稳定循环性能。不同充电/放电状态下的互补 XPS 和 FT-IR 测量明确地将卓越的电化学性能归因于嵌入共轭 COF 架构中的丰富的氧化还原活性 HAT 单元和芳香环。这项研究凸显了 COF 基材料在实现高性能 Li+ 存储方面的巨大潜力。,,27fb88629fcc0ae3
Large-Area Flexible SERS Sensor Chips Fabricated Using a Combination of Nanosphere Self-Assembly and Glancing Angle Deposition for Chemical and Biological Sensing,https://pubs.acs.org/aamick/article/doi/10.1021/acsami.6c07213/5243346/Large-Area-Flexible-SERS-Sensor-Chips-Fabricated,,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-08-04 00:00:00+00:00,10.1021/acsami.6c07213,Anuj Dhawan,,"Abstract In this work, we combine two highly efficient nanofabrication methods, nanosphere lithography (NSL) and glancing angle deposition (GLAD), to fabricate large-area and low-cost surface-enhanced Raman scattering (SERS) substrates consisting of highly ordered arrays of pointed plasmonic nanowires, such that the size of the plasmonic nanowires as well as the gaps between the nanowires can be precisely controlled. These SERS substrates are cut into small SERS sensor chips for highly sensitive, selective detection of analyte molecules of interest, including pesticides thiabendazole, paraoxon-ethyl, and phosmet and nucleotides adenine and thymine. Moreover, this paper reports the fabrication of SERS substrates on flexible polymeric films using a combination of NSL and GLAD, which has not been reported earlier. This process involves atomic layer deposition coating of silicon dioxide on polymeric substrates to enable self-assembly of nanospheres on these substrates, followed by GLAD on these self-assembled nanospheres. We demonstrated the detection of the pesticide Phosmet and the biomarker dipicolinic acid using flexible NSL-GLAD chips.",crossref,,利用纳米球自组装和掠射角沉积相结合制造的大面积柔性 SERS 传感器芯片，用于化学和生物传感,摘要：在这项工作中，我们结合两种高效的纳米制造方法，纳米球光刻（NSL）和掠射角沉积（GLAD），制造了大面积、低成本的由高度有序的尖等离子体纳米线阵列组成的表面增强拉曼散射（SERS）基底，使得等离子体纳米线的尺寸以及纳米线之间的间隙可以精确控制。这些 SERS 基底被切割成小型 SERS 传感器芯片，用于高灵敏度、选择性地检测感兴趣的分析物分子，包括农药噻菌灵、对氧磷、亚胺磷和核苷酸腺嘌呤和胸腺嘧啶。此外，本文报道了使用 NSL 和 GLAD 的组合在柔性聚合物薄膜上制造 SERS 基底，这在之前没有报道过。该过程涉及在聚合物基底上原子层沉积二氧化硅涂层，以使纳米球能够在这些基底上自组装，然后在这些自组装纳米球上进行 GLAD。我们演示了使用灵活的 NSL-GLAD 芯片检测农药 Phosmet 和生物标记物吡啶二羧酸。,,bdf6dd9f612ae64c
Hybrid-Dimensional Silver Nanowire/Sodium Alginate: MXene Transparent Electrodes for High-Performance Flexible Organic Light-Emitting Diodes,https://pubs.acs.org/aamick/article/doi/10.1021/acsami.6c12518/5243349/Hybrid-Dimensional-Silver-Nanowire-Sodium-Alginate,,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-08-04 00:00:00+00:00,10.1021/acsami.6c12518,Ping Chen,,"Abstract High-performance flexible transparent conductive electrodes (FTCEs) are critical for flexible displays and wearable devices, yet high roughness and long-term environmental stability remain significant hurdles for commercial applications. Herein, a hybrid-dimensional architecture is proposed to fabricate FTCEs by integrating 1D silver nanowires (AgNWs), 2D MXene nanosheets, and 3D bio-based sodium alginate (SA) through a facile all-aqueous process. Thanks to the robust hydrogen-bonding network between MXene and SA, the hybrid FTCE exhibits remarkable mechanical stability and minimal resistance deterioration over 180 days of ambient storage. The optimized AgNWs/SA:MXene FTCE achieves 87.8% transmittance at 550 nm with a sheet resistance of 12.3 Ω sq–1. Moreover, flexible green OLEDs based on hybrid FTCE demonstrate an outstanding peak luminance of 24,687 cd m–2 and an external quantum efficiency of 23.9% with suppressed efficiency roll-off, which is attributed to the enhanced interfacial wettability and reduced root-mean-square surface roughness. This work provides a sustainable and versatile strategy for developing high-performance, eco-friendly flexible optoelectronics.",crossref,,混合维度银纳米线/海藻酸钠：用于高性能柔性有机发光二极管的 MXene 透明电极,"摘要 高性能柔性透明导电电极（FTCE）对于柔性显示器和可穿戴设备至关重要，但高粗糙度和长期环境稳定性仍然是商业应用的重大障碍。在此，提出了一种混合维度架构，通过简单的全水工艺集成 1D 银纳米线（AgNW）、2D MXene 纳米片和 3D 生物基海藻酸钠（SA）来制造 FTCE。得益于 MXene 和 SA 之间强大的氢键网络，混合 FTCE 在 180 天的环境存储中表现出卓越的机械稳定性和最小的电阻退化。优化的 AgNWs/SA:MXene FTCE 在 550 nm 处实现了 87.8% 的透射率，方块电阻为 12.3 Ω sq–1。此外，基于混合 FTCE 的柔性绿色 OLED 表现出 24,687 cd m-2 的出色峰值亮度和 23.9% 的外量子效率，并且抑制了效率滚降，这归因于界面润湿性的增强和均方根表面粗糙度的降低。这项工作为开发高性能、环保的柔性光电器件提供了一种可持续且多功能的策略。",,476b15cbc66de784
